   -58.177,    47.081,    -0.49,      0,   1
   -58.175,    47.022,    -0.37,      0,   1
   -65.918,    41.162,    -1.24,      0,   1
   -58.338,    46.974,    -1.16,      0,   1
   -58.374,    46.911,    -2.47,      0,   1
   -58.511,    46.797,    -2.58,      0,   1
   -58.282,    47.322,    -0.76,      0,   1
   -66.161,    41.225,    -1.26,      0,   1
   -58.665,    46.643,    -5.26,      0,   1
   -58.167,    47.065,    -0.83,      0,   1
   -58.836,    47.585,    -4.37,      0,   1
   -58.641,    47.389,    -4.14,      0,   1
   -59.378,    47.774,   -25.76,      0,   1
   -59.466,    47.847,   -50.96,      0,   1
   -59.453,    47.881,   -50.08,      0,   1
   -58.655,    48.674,    -1.91,      0,   1
   -58.224,    47.046,    -2.24,      0,   1
   -58.415,    46.888,    -2.92,      0,   1
   -58.494,    47.669,    -3.59,      0,   1
   -59.064,    47.601,   -29.07,      0,   1
   -59.373,    47.976,   -16.32,      0,   1
   -58.802,    48.253,    -0.87,      0,   1
   -58.559,    48.417,    -0.35,      0,   1
   -67.809,    42.667,    -2.60,      0,   1
   -67.858,    42.646,    -4.07,      0,   1
   -67.879,    42.662,    -4.13,      0,   1
   -67.781,    42.701,    -3.07,      0,   1
   -67.720,    42.755,    -1.62,      0,   1
   -67.748,    42.812,    -1.50,      0,   1
   -67.775,    42.904,    -0.70,      0,   1
   -67.865,    43.072,    -1.06,      0,   1
   -67.958,    43.352,    -1.66,      0,   1
   -67.899,    43.870,    -0.54,      0,   1
   -67.747,    43.946,    -0.44,      0,   1
   -67.608,    44.183,    -0.97,      0,   1
   -67.388,    44.086,    -2.37,      0,   1
   -67.145,    44.207,    -1.79,      0,   1
   -67.054,    44.283,    -4.44,      0,   1
   -66.910,    44.738,    -6.73,      0,   1
   -66.949,    44.719,   -17.60,      0,   1
   -59.136,    48.637,   -31.44,      0,   1
   -58.514,    49.032,   -18.46,      0,   1
   -58.317,    49.091,    -5.18,      0,   1
   -58.547,    49.008,    -0.14,      0,   1
   -58.589,    48.817,    -0.88,      0,   1
   -58.166,    47.460,    -7.46,      0,   1
   -57.814,    47.365,    -2.60,      0,   1
   -58.492,    47.545,   -16.68,      0,   1
   -57.896,    47.570,    -4.49,      0,   1
   -57.398,    47.165,    -7.47,      0,   1
   -57.204,    47.237,    -9.67,      0,   1
   -57.091,    47.256,    -6.29,      0,   1
   -56.806,    47.579,   -10.25,      0,   1
   -56.637,    47.512,    -4.44,      0,   1
   -56.860,    47.333,    -7.36,      0,   1
   -56.575,    47.496,    -5.01,      0,   1
   -56.417,    47.006,   -13.32,      0,   1
   -55.438,    46.864,    -9.85,      0,   1
   -56.219,    46.730,    -9.34,      0,   1
   -55.487,    46.905,    -2.30,      0,   1
   -55.457,    46.891,    -6.20,      0,   1
   -55.428,    46.869,   -12.05,      0,   1
   -55.554,    46.888,    -1.77,      0,   1
   -55.508,    46.700,    -6.13,      0,   1
   -55.041,    46.873,    -2.91,      0,   1
   -55.471,    46.670,    -4.60,      0,   1
   -54.870,    46.933,    -1.10,      0,   1
   -54.979,    46.685,    -2.57,      0,   1
   -55.114,    46.615,    -0.29,      0,   1
   -55.038,    46.563,    -2.28,      0,   1
   -55.076,    46.386,    -0.86,      0,   1
   -55.157,    46.437,    -1.09,      0,   1
   -55.032,    46.378,    -1.54,      0,   1
   -55.368,    45.366,    -1.76,      0,   1
   -55.401,    45.822,    -1.15,      0,   1
   -55.190,    45.403,    -0.35,      0,   1
   -55.894,    45.211,    -2.85,      0,   1
   -56.012,    45.265,    -1.28,      0,   1
   -56.188,    45.181,    -4.53,      0,   1
   -55.875,    45.315,    -1.08,      0,   1
   -55.963,    45.335,    -2.27,      0,   1
   -55.816,    45.372,    -1.09,      0,   1
   -56.232,    45.226,    -2.14,      0,   1
   -55.865,    45.326,    -1.74,      0,   1
   -56.964,    44.965,    -0.52,      0,   1
   -57.133,    44.533,    -0.49,      0,   1
   -57.595,    44.178,    -0.30,      0,   1
   -66.289,    41.350,    -0.38,      0,   1
   -59.188,    48.028,   -25.32,      0,   1
   -59.652,    47.956,   -59.45,      0,   1
   -59.376,    47.974,   -37.05,      0,   1
   -58.642,    48.701,    -2.46,      0,   1
   -58.628,    48.719,    -0.88,      0,   1
   -58.418,    49.059,    -6.85,      0,   1
   -59.186,    48.595,   -42.22,      0,   1
   -58.549,    48.939,    -1.53,      0,   1
   -58.581,    48.842,    -1.98,      0,   1
   -58.920,    47.548,    -9.91,      0,   1
   -58.550,    47.608,   -17.07,      0,   1
   -58.216,    47.487,    -8.56,      0,   1
   -57.367,    47.626,   -12.34,      0,   1
   -58.498,    47.613,    -8.71,      0,   1
   -57.321,    47.609,    -5.88,      0,   1
   -56.810,    47.467,    -9.00,      0,   1
   -56.843,    47.524,   -14.56,      0,   1
   -56.805,    47.518,   -14.48,      0,   1
   -56.667,    47.545,    -3.47,      0,   1
   -57.147,    47.170,   -14.45,      0,   1
   -56.398,    46.900,   -22.98,      0,   1
   -56.217,    46.727,   -22.84,      0,   1
   -55.640,    46.876,    -0.28,      0,   1
   -55.458,    46.892,    -6.83,      0,   1
   -55.368,    46.852,    -2.76,      0,   1
   -54.996,    46.916,    -1.69,      0,   1
   -54.946,    46.771,    -3.40,      0,   1
   -54.905,    46.899,    -0.21,      0,   1
   -54.934,    46.712,    -0.86,      0,   1
   -55.084,    46.522,    -1.37,      0,   1
   -54.981,    46.511,    -0.50,      0,   1
   -55.215,    46.273,    -1.66,      0,   1
   -55.220,    45.914,    -0.54,      0,   1
   -55.502,    45.227,    -2.36,      0,   1
   -55.821,    45.243,    -0.93,      0,   1
   -55.795,    45.303,    -0.19,      0,   1
   -55.776,    45.364,    -0.72,      0,   1
   -56.052,    45.284,    -3.24,      0,   1
   -55.855,    45.319,    -2.25,      0,   1
   -55.808,    45.319,    -1.65,      0,   1
   -56.858,    44.411,    -2.19,      0,   1
   -68.076,    42.554,    -1.97,      0,   1
   -68.026,    42.577,    -1.61,      0,   1
   -67.994,    42.615,    -1.06,      0,   1
   -67.975,    42.883,   -33.06,      0,   1
   -68.054,    42.578,    -1.49,      0,   1
   -68.272,    42.494,    -3.04,      0,   1
   -68.119,    42.564,    -0.31,      0,   1
   -68.183,    42.542,    -2.42,      0,   1
   -68.132,    42.550,    -0.90,      0,   1
   -68.137,    42.566,    -0.19,      0,   1
   -68.378,    42.458,    -3.35,      0,   1
   -68.208,    42.515,    -2.14,      0,   1
   -68.450,    42.427,    -3.03,      0,   1
   -68.286,    42.498,    -1.69,      0,   1
   -68.616,    42.479,    -3.86,      0,   1
   -68.366,    42.486,    -1.09,      0,   1
   -68.359,    42.473,    -0.54,      0,   1
   -68.344,    42.496,    -0.47,      0,   1
   -68.732,    42.570,    -6.26,      0,   1
   -68.531,    42.435,    -0.30,      0,   1
   -68.097,    42.553,    -2.49,      0,   1
   -68.690,    42.319,    -2.40,      0,   1
   -68.828,    42.248,    -0.30,      0,   1
   -67.785,    41.391,    -1.49,      0,   1
   -67.050,    41.800,    -1.75,      0,   1
   -67.083,    41.913,   -10.85,      0,   1
   -66.987,    41.967,    -8.70,      0,   1
   -66.531,    41.721,    -0.18,      0,   1
   -66.238,    41.290,    -2.27,      0,   1
   -66.319,    41.165,    -4.89,      0,   1
   -66.245,    41.114,    -4.16,      0,   1
   -66.049,    41.152,    -3.63,      0,   1
   -66.441,    41.247,    -6.83,      0,   1
   -66.815,    41.555,    -1.41,      0,   1
   -66.737,    41.500,    -0.57,      0,   1
   -67.167,    41.035,    -0.84,      0,   1
   -67.196,    40.996,    -1.95,      0,   1
   -67.256,    40.948,    -0.52,      0,   1
   -67.628,    40.947,    -1.15,      0,   1
   -67.600,    40.888,    -0.38,      0,   1
   -67.941,    42.622,    -0.60,      0,   1
   -67.901,    42.627,    -0.54,      0,   1
   -67.918,    42.622,    -1.46,      0,   1
   -66.044,    41.153,    -2.22,      0,   1
   -67.999,    42.601,    -2.40,      0,   1
   -68.073,    42.575,    -3.76,      0,   1
   -58.488,    46.596,    -3.41,      0,   1
   -66.141,    41.077,    -5.67,      0,   1
